           B1_1.JPG    FC300X_(3.61_mm)
            919 -1.886332515870180 1.554002839323352
            921 -1.970683415006577 1.242778976869289
            922 -2.907645421398654 0.793672969823236
            928 -1.971460182790544 2.308740192893334
            929 -1.669111807458615 2.251607173034455
            932 -0.041264215539843 2.145625393192364
            938 -1.102158172911333 1.955007801644121
            939 -1.165697739506840 1.921301747326707
            940 -1.533034637441701 1.907302719730655
            941 0.664013667256541 1.890633338379489
            943 -1.844664758598681 1.859672688190033
            944 -2.322044140591390 1.846078870641325
            947 -0.518234335861398 1.457244962418128
            952 -1.997962855132954 1.418606008443683
            956 -1.540090945472335 1.287792803415387
            958 -2.596843761978863 1.006556152780373
            961 -2.195900217508465 0.732681540942215
            966 1.897009545603691 -0.044776830386188
            975 -2.764153303144517 2.200850825144862
            976 -2.305816386235710 2.164562539890240
            977 -2.750300539168072 1.996666955173290
            978 -0.849522363759292 1.996867010057268
            981 -1.073527969072263 1.941748004729073
            982 1.552435432902134 1.660263823712239
            983 2.238537218528072 0.879462815072936
            986 -2.731351952591198 2.292565550559210
            989 2.065827458648316 2.254874402476292
            993 -2.867323446725867 2.175491985787226
            995 -1.367928297805661 2.085649932815234
            997 0.166150514591585 2.068979669640061
            998 1.443069808351670 2.069614964253752
           1001 -1.717440052947417 1.900494704740440
           1003 -1.139365235364525 1.823703277645941
           1011 -2.681216444551519 1.515554597665036
           1014 1.505362618801041 1.389634324216523
           1015 0.996844362837320 1.354062783130749
           1023 -1.003333252869653 0.278000499531122
           1024 0.411093577111400 0.269600768376818
           1029 -1.455926516363606 0.168654704104254
           1032 1.599667261321300 0.131873586479088
           1037 2.388128126940709 -0.054886442121397
           1044 -0.105829748616824 -0.168802659872628
           1050 1.679194249481204 -0.480325627496327
           1054 1.758462696375752 -0.512401332224953
           1056 -1.323774940824865 -0.546619154295959
           1058 1.514704042661533 -0.567130285345477
           1096 -1.673532748697404 2.197074068259069
           1098 -1.023823982801624 2.178838484057287
           1099 0.752956057161123 2.057960277694452
           1101 1.505097594937587 1.952556021077112
           1102 -0.487606919813923 1.945472924663157
           1105 1.207806790110688 1.817980192180202
           1111 -0.156840169069038 1.665096314597982
           1115 0.433597725747024 1.593892172072282
           1116 -1.827459847911919 1.433649067996792
           1121 -0.102779686211299 1.167349467369505
           1124 -1.567325198076670 0.795776000912374
           1127 -1.240295665135792 0.581813942033398
           1130 1.139005832499337 0.407673815949589
           1137 -1.062073599560836 -0.562074621486948
           1138 2.751143324587089 -0.611448757913144
           1141 1.853274506864923 -0.747726507141824
           1142 1.651648164841848 -0.804650582377420
           1145 1.447885616080540 -0.960126545875944
           1158 -1.179183068869717 1.908911214383941
           1174 1.553908507987781 1.468471583005170
           1177 0.427102543781243 1.421119349859550
           1178 -1.290437608107407 1.414068666436089
           1182 -1.612658197246813 1.314461640000244
           1183 -0.335545188202361 1.313628721476863
           1184 -1.531323803537545 1.291710103981287
           1190 -0.344591844514003 1.155149313079731
           1194 -1.465224468683904 1.035960741095283
           1199 1.545667981816200 0.943756651023713
           1200 0.917565620051674 0.924500951361904
           1217 -0.001808263540289 0.462494097437448
           1219 0.125718168919548 0.412816613553153
           1224 1.710245513045556 0.354150816740107
           1232 0.128447342719178 0.142157847033667
           1240 2.831627449289828 -0.129547477749489
           1243 1.834790331709206 -0.156684014720715
           1250 1.551742176234854 -0.344986711004085
           1252 0.764128624319899 -0.397710634665555
           1292 0.600634449631657 0.913255168977541
           1295 -0.981573649692150 0.852186520913284
           1296 -2.951452674373597 0.773319613771566
           1298 -1.943747647911766 0.650277423214307
           1304 -2.663474717542775 0.087957797652152
           1308 -2.269760652271344 -0.673397228004675
           1310 -1.193313416743434 1.986271274963886
           1311 -1.078815481145153 1.968485456754837
           1315 -2.819087578259975 0.766534430873185
           1325 2.041468905627112 2.169138443823290
           1327 2.019538276258588 2.080150639982393
           1335 0.748983749843708 1.870628517307959
           1336 -1.498409269681389 1.854787287863925
           1345 1.414844194899831 1.542003216579181
           1352 1.363791065566023 1.278674075866058
           1356 -2.940647946990771 0.799035508435887
           1362 2.305346874535165 0.375792398499280
           1375 -2.803852543237430 2.203566151924288
           1376 -2.955455631033495 2.128779396792624
           1378 -1.183718027569186 2.074100516975798
           1385 -1.844134615539447 2.245595051875906
           1388 0.264100665219216 2.074975786884553
           1390 1.250394790315253 1.919937112760729
           1393 -0.464654137256926 1.620043115801666
           1394 0.933421292342943 1.583483073838137
           1395 -0.802038667337520 1.450555111844731
           1397 -1.255091051308594 1.256882441027361
           1399 -0.446245083973296 1.127546791703985
           1404 -2.645574834206883 0.965159139311827
           1412 0.699443735172040 0.584727107220246
           1413 2.492656970650806 0.111442534582557
           1415 2.560477149302726 0.017067155477161
           1419 -1.593962098332658 2.292499163511400
           1420 -2.844804450080627 2.142210768059561
           1421 -0.090278567771552 2.089054655302779
           1423 -0.880136814610570 1.193025513121983
           1424 2.295437651347072 0.495289370555050
           1427 2.101552294112663 2.241681266689489
           1428 -0.250235913202904 2.226292758540262
           1431 -2.988680972102179 2.116798220853338
           1432 -2.383006683777940 2.099542831700497
           1433 -1.213243401939851 1.976270985572353
           1435 -0.101248267742763 1.960976177182043
           1438 0.556132176341421 1.766639731218893
           1439 -2.965926135201470 1.748635363654819
           1448 -1.960198861237208 1.422509104493161
           1449 1.864127138741054 1.272995510596086
           1452 -2.603787291869042 1.056690278501338
           1453 0.927192659557816 1.039271060748013
           1458 -0.348325439689660 -0.198633288347891
           1465 1.784802636439415 -0.943303822480041
           1470 -2.423789328078129 1.888866401402081
           1471 -2.454810466627787 1.871004603330019
           1473 0.296963624287556 1.463477122499280
           1474 -1.352177872401174 0.882103901804281
           1477 1.755754114358318 -0.934154969916017
           1478 -2.677334321613538 2.220775006985996
           1479 1.754118974320200 1.442012572867602
           1487 -2.837767494511964 1.642890031811769
           1488 -2.628481939001977 1.606581142858409
           1496 -1.123190390449210 2.178411824236823
           1497 1.366027943239438 2.180766770994731
           1499 1.955015070733901 1.129901976792705
           1501 1.315440798310150 0.681086542673201
           1502 -0.243956754285535 0.339191458968333
           1505 -2.732772022904153 2.218424278683470
           1507 -2.818275203852627 0.927522128072959
           1509 -2.492416828524173 1.885914149961989
           1514 -2.927439260118455 2.131322910889349
           1516 1.713875386651631 2.013778535513893
           1518 -1.483223020976154 1.922027035655182
           1520 -0.980780484748287 1.687904954679603
           1521 0.815522662047848 1.693820134780185
           1524 -2.955897496359794 1.119118937513812
           1527 -0.799084127921629 0.430680556602527
           1531 -2.796508236253020 1.654375622659628
           1534 -0.206033555407066 2.232419099740682
           1538 -0.018528600019159 1.821461681022439
           1559 -1.330522944116503 2.227285203792963
           1561 0.498049622692624 1.387442538732825
           1575 1.668446483162555 -0.947396629856236
           1597 0.072289358047150 1.465591307470441
           1598 1.562818267080746 1.411591741968366
           1599 2.799060020428937 1.363242523368068
           1604 -1.568975495954461 0.372932047420472
           1606 2.339186036611338 0.203750536888359
           1608 -2.631693256035211 -0.172356267618716
           1616 0.314449479336044 1.995966786912448
           1623 2.903059197741425 1.822608242895017
           1625 0.002413814468584 1.801019999571672
           1630 0.245289309524155 1.678879033148645
           1637 -1.375648500147481 1.405462254801222
           1648 -0.576882210197347 1.071228744058310
           1651 0.135270849212203 1.034561834558474
           1653 -0.646245819190751 1.025207350169460
           1655 2.837794688057666 1.024886938225191
           1657 0.698437025820213 0.905324377529832
           1663 1.035436031978574 0.740375622226990
           1680 1.723691184161240 0.312597744255563
           1684 1.757176472647073 0.174339561307675
           1686 2.347660698973078 0.163613721423772
           1697 1.499898169932983 -0.256589050004459
           1700 1.880146401301995 -0.335248132677712
           1702 1.716831451384722 -0.351783524446115
           1752 0.767059521319194 1.896132631212329
           1754 -1.426674936430293 1.649733891756177
           1756 -1.549677278075709 1.501830079498775
           1764 -1.754382377534129 0.877471704133329
           1767 0.108583136826999 0.444731587981857
           1768 -1.874601777948625 0.406337447417969
           1771 -1.275502464746179 0.274454709035682
           1773 -0.001353528350117 0.053205161237987
           1774 -1.637251077122827 -0.012355641311822
           1779 0.589590009117659 2.202640034136695
           1781 -0.405644381415339 2.176545825057217
           1792 2.484788621875961 1.873586155024412
           1794 2.836000152372175 1.844484437505974
           1797 2.900034875063646 1.752862065281454
           1804 -0.181809802293388 1.550156609005727
           1819 -1.771008525675916 1.191785144241622
           1822 -0.437599204755885 1.119397593899739
           1835 1.244468551664973 0.654149440925840
           1846 1.702120529651855 0.299740654914328
           1853 -0.760590651075108 0.157685957456293
           1855 0.137008566832004 0.137838530053311
           1857 2.595580418008181 0.062860228447674
           1888 1.466267213654575 -0.736688739890575
           1899 -2.734201602616525 -0.873032840417443
           1904 -2.620140074568938 -0.963997800928877
           1911 1.406000787105054 -1.135394262699659
           1945 1.488732848030905 -0.641518289194816
           1946 -2.230862871034568 -0.686300076861903
           1960 1.128644352761521 2.092076976001733
           1979 0.676335560925319 1.274673168851147
           1986 0.606379556864467 1.142956022717356
           1993 0.564847457491420 1.012957146409070
           1999 0.755064045531160 0.893366462677841
           2021 2.383855713464244 1.709952127815419
           2034 -0.195483698995083 1.407601035512228
           2038 -0.302061425033728 1.288810857313887
           2039 -0.216506383300463 1.280159925483252
           2055 -1.601915483541388 0.944721986146497
           2062 0.452679443915738 0.820705499227905
           2068 0.330822996816625 0.689820508958897
           2071 1.197597460763546 0.652306285754608
           2072 -1.292510323517200 0.633748895373304
           2073 0.158094933130472 0.623606679982950
           2076 0.278411953845751 0.604642220573966
           2079 -1.360969419411159 0.566966313746505
           2089 -1.277958797431706 0.284727911040563
           2093 -0.959198581024554 0.165658218465370
           2096 1.602837633120954 0.135517378604611
           2106 1.590994689052894 -0.143035476417466
           2116 -2.257509495187704 -0.334156577556650
           2146 1.735996680670121 -0.932384839305722
           2163 0.556143997549719 1.775342666832807
           2165 -1.741224800704545 1.636623552093623
           2167 1.489717440283336 1.388983490433860
           2171 -2.682190407249714 0.899565542442224
           2177 -1.220949495097574 0.537480978952333
           2179 -0.075156763718006 0.281132357071482
           2186 -2.033434773939120 -0.084187976193001
           2187 -0.294665733926152 -0.200675878742989
           2189 1.874158005975826 -0.358210829796508
           2203 1.265219348179500 2.144709761960518
           2225 -0.779415734624966 1.471272446713188
           2242 -0.876452601579254 1.074810474840268
           2249 -0.193263599810865 0.990891431136045
           2256 -2.278286698756251 0.715281294321562
           2263 -0.153384372288384 0.622624566370970
           2268 0.105646138558905 0.445084889578246
           2280 0.255418559718311 0.634403256451991
           2287 0.140583529018888 0.549678559269333
           2290 0.156330522459676 0.426651049890121
           2298 0.414887803645747 0.248316492171684
           2301 1.768945820160246 0.207819701847959
           2302 -0.909609756202494 0.190776379452044
           2320 0.867843329974637 -0.112747252782282
           2361 1.288549837408082 -1.110630737961923
           2373 1.423556044086130 2.251408798382705
           2378 0.439226908872655 1.718993064187562
           2386 -1.272686347866164 1.395548074332229
           2393 -1.959709425080742 0.957928563791122
           2396 -2.841864282012727 0.620994574278400
           2399 -1.788948448588301 0.417758259951002
           2400 -1.301144000197013 0.268953080560880
           2408 -2.824597595979376 -0.620226005074383
           2411 2.030776813386253 -0.996686111177847
           2417 -2.457554083274652 1.737601123699595
           2418 -0.463183731476379 1.682046020650762
           2422 -0.291014315214631 1.228956838402245
           2426 2.250308854017044 0.528910030942359
           2429 -2.023864838495643 0.116855122665825
           2437 -0.940829185988117 1.630394919308495
           2438 -2.864099831822710 1.092366303815294
           2440 -2.879211268485914 0.575853574410775
           2442 -1.659181325162050 0.138780032094849
           2447 -0.209434822097830 2.221589466787953
           2452 -0.952523030299903 2.157551455131269
           2457 -1.510997331201521 1.861229655721665
           2463 -2.779310809153769 1.648539759053433
           2467 1.506429578182258 1.399767483036002
           2471 -2.052931950380112 1.062400303438555
           2472 1.187525791293680 1.062713660790776
           2479 -2.000608613148224 -0.116608402608767
           2481 1.789523874501902 -0.435183864970101
           2485 -2.789824439282258 1.808838394208226
           2488 -2.002887627709281 0.187398755177876
           2489 0.957176201082352 2.307262178401599
           2491 -0.031633172076052 2.146209482430998
           2494 -1.173808804381093 1.914967343327011
           2498 -1.852934361129381 1.672083840356141
           2500 0.381890997993129 1.655133085647785
           2502 -2.628407246125352 1.554533554376536
           2505 0.774205632399964 1.408449493204582
           2506 -0.421555155790448 0.401540134160145
           2508 -0.205681779127877 0.377451371618644
           2511 2.316646043021520 0.329466227167458
           2526 -0.509038579793482 0.115070120212832
           2550 -0.943732627277817 -0.576212786611313
           2564 1.660025206902805 -0.887471111700857
           2569 1.483833529185349 -1.051183025419362
           2570 1.509764302910183 -1.069863585164545
           2577 -0.638144859542947 2.253511275352704
           2581 0.186399481747398 1.802037624474710
           2599 -1.225564532950029 0.576847318566403
           2601 0.452842271526810 0.295808577838055
           2603 1.830150698116905 -0.160475762614612
           2606 -2.668462981447541 -0.825932570606755
           2607 2.002599628755506 -0.995287776634988
           2617 -0.614694251584885 2.100306896452159
           2633 -0.459026860777795 1.626477428077945
           2637 1.724049252373878 1.458996884554352
           2638 1.769996382381565 1.440009354722722
           2643 0.780462864882586 1.300888986227682
           2649 0.700944265967281 1.254067849464545
           2653 -0.115150390030468 1.180824691505934
           2667 -1.554686133762672 0.934994085040522
           2668 -0.401863120077190 0.916445655897767
           2671 0.112262201912766 0.814620436924203
           2681 0.165064870074672 0.590411583094367
           2684 -1.284400783960146 0.573512403173828
           2692 0.905265462152992 0.354282756677884
           2695 2.866164443984880 0.326626086541547
           2701 -1.415037910184197 0.142508479324957
           2717 1.788361964125002 -0.185923773445730
           2718 -2.084889729022733 -0.204680980380199
           2719 1.552446872781133 -0.239955465941324
           2722 1.711836418884882 -0.360951824804436
           2730 1.746196095455464 -0.469850702291781
           2732 -0.894674803505916 -0.502267506079198
           2738 1.648659305788963 -0.617156113545261
           2753 -0.335642999167794 1.320505423407228
           2755 -2.030194237548278 1.066027412407205
           2761 -1.349979127657752 0.609727246788591
           2766 -2.768648913426849 -0.450761357537068
           2771 0.791323504674016 1.410524305925525
           2772 1.523768240120972 0.201338057072325
           2775 -0.984864712215233 2.153475867156274
           2784 -2.149089757965727 1.714815554040619
           2785 -0.459860827956751 1.658373288375489
           2786 1.339556825896597 1.596835795936963
           2788 0.262026996486173 1.339391042983451
           2789 -0.314417829004150 1.202818907535222
           2796 -1.223614986904115 0.658081518002113
           2798 -0.120262299960738 0.624913114164525
           2799 0.732172847656103 0.606100995810865
           2802 2.290747682287180 0.485312080086918
           2808 -0.879618778756609 2.203415026356108
           2814 2.735958029205104 0.557231358048482
           2816 2.787675815508697 -0.590665357743474
           2818 -2.081573880095154 2.296935304297753
           2819 1.760683939547869 2.297141624302964
           2821 -2.316645757024545 2.162743706378419
           2826 -1.493018036038917 2.092585478623195
           2827 -1.175898488944733 2.090765393874609
           2830 1.556841692962875 2.028836800572837
           2833 -2.896876133807640 1.883466444851873
           2839 2.671831024823048 1.432536063102609
           2840 0.926866241677072 1.029554122859412
           2842 2.728210561818338 0.839961103557389
           2843 -0.393086826239201 0.631971138177010
           2844 -2.897901838125220 0.551745173410327
           2852 -2.680818908756338 2.234541697789522
           2855 -1.920767123648199 2.212518417317656
           2857 1.899704399766327 2.151047514508130
           2861 -2.742938405038890 2.003997581969065
           2862 1.548010487705696 2.002707378115818
           2863 -2.564084190816967 1.925705957742461
           2877 -1.287714154247276 0.272631382988047
           2886 1.665509484894460 -0.904719017266186
           2887 2.261442906916527 0.399364078510070
           2891 -2.615502109292324 1.067446910726211
           2897 0.489449121661905 1.674895667281531
           2900 -2.766070579198424 1.830602192008028
           2907 -2.775270267724746 2.000478246193809
           2908 -2.377901876105882 2.004127782091911
           2915 1.423715058404203 2.104902486510318
           2916 -1.615995495947513 1.271480775284421
           2918 2.521643717385314 0.611250466677178
           2920 -1.991475776414796 0.267308979284213
           2922 2.266182830114710 0.205061547021534
           2927 0.076122861499390 1.192509288582197
           2929 -2.702765601621621 2.192527896094874
           2939 0.335916030946547 2.187153297943112
           2940 -0.424981590215008 1.897720438751093
           2945 -2.744554883774392 2.043567193933081
           2960 -1.199136887147381 2.017480837853874
           2986 -0.151523675969354 1.914170365090148
           2987 0.356661870180174 1.653601714845411
           2993 -1.305157681743471 1.657019807691535
           2997 0.810140961637875 2.226447506736791
           2999 -0.519692729768997 1.711876172464400
           3000 -1.629705714265027 1.519936357318257
           3003 -0.206287139391523 1.020467998965227
           3004 1.425513788711993 0.890936918375635
           3031 -1.771756312433087 1.186368933530005
           3032 -0.525878653672531 1.101112663303238
           3036 2.409404395230544 0.846849150034428
           3041 -1.361627403118196 0.571337300847002
           3043 0.197519044133483 0.524214913936918
           3044 2.683733456261899 0.407986696640185
           3052 -0.129180257633652 1.161730103473348
           3053 -0.237539744826240 1.137989399250362
           3055 -2.137553593319463 1.719182060521842
           3058 2.118389508021964 1.955312912750231
           3072 -1.998369256834359 0.279508275583062
           3081 -1.204617542510687 2.107276857229440
           3083 -2.464359571958255 1.923905559118984
           3084 0.302771650854856 1.618476567371373
           3086 -0.845216393304434 1.575651428008411
           3093 0.356438029881113 1.186716610519220
           3095 -1.685753971430999 1.432883072765549
           3096 2.638597413675172 2.185010406025590
           3123 0.457717947955770 1.251105778794980
           3127 -0.733672806457394 -0.096812645325927
           3131 -1.570842388874614 0.938070173170767
           3138 0.050377223149674 1.488435125179982
           3141 0.461736014789178 1.250502229845509
           3142 1.408892788515756 0.941974031878845
           3145 1.050425705429692 0.727284206030945
           3149 -1.548900986953368 0.337787976479925
           3150 -1.089167427650470 1.968966789663679
           3152 1.833097992276098 1.156831928615692
           3153 2.049816204002674 0.588500932637046
           3154 -1.295169142060992 1.406880323135352
           3173 -0.847009403672725 0.859083909958171
           3177 -1.758944029284594 1.966629217222001
           3178 -2.185193253424909 1.715708913258040
           3179 -2.630349594580730 1.543529820765306
           3185 -1.738087509221661 1.385634751854161
           3187 0.124981059382775 0.629225757882133
           3188 2.436522247066074 0.219015530094030
           3196 2.319699728055394 0.275145677727163
           3203 1.828750838256847 -0.463787566422825
           3212 -1.254815350224741 0.577716940034904
           3217 -0.240725560462541 1.292670577155497
           3231 -2.974380956523073 1.283155743795861
           3237 -2.579945058719948 1.865496492257118
           3251 -2.903003452164391 1.320712866546392
           3252 -2.633534790556919 -0.202685102824343
           3258 -2.682231876811082 1.493155600583869
           3260 2.535099684392097 0.498704937094561
           3269 2.596530690623617 1.551112982889962
           3292 2.892352996316469 1.052578690657121
           3295 2.842665788535026 1.033698791020398
             29 -2.276032184602714 1.388919808440771
             31 0.635734667702712 2.096188992841412
             33 1.156293014982559 2.114499448667928
             34 -1.287510333736461 1.555602134407277
             35 -0.057010255657382 1.484609534310716
             36 1.137956032936617 0.509453084742510
             38 -1.965840151568111 0.915576892420191
             39 -1.785503424360370 0.412441957515968
             41 -2.206767053901018 -0.666488875742415
             42 -1.825173206764863 -0.886235986098370
             43 0.448288055697694 -1.570187455801977
             44 -0.113286452412389 -2.129715750888613
             45 0.156801464145095 0.434605579086751
             77 1.516363587774847 0.211141080050387
            107 -2.501516298943856 0.606542193810889
            371 -1.394345838381861 1.081636078644442
        -99
           B1_2.JPG
             23 2.013537297065522 2.101178424567159
             31 -0.723718777076559 1.562777893841116
             32 -1.609994040092821 1.537631752817059
             36 -0.068952345343425 1.283861107668414
             41 -0.391002861615060 1.135745562317223
             45 1.512101088860181 0.981423691944951
             49 -1.759641671238824 0.650358074361243
             51 -0.725470031886507 0.609285476794617
             57 -1.445906707678531 0.218043140379198
             66 -2.275923601084558 -0.208460525736498
             70 -0.462375885354468 -0.822439022225407
             74 1.765699182500605 -1.181848179346958
             76 1.399953285737395 -1.597999326963387
             88 1.393792910896956 1.600585502275542
             90 0.879353754893155 1.594258915526494
             92 1.366273519308596 1.552399921611078
             94 -0.077529585286848 1.375381378972877
             96 0.817396895557025 1.283779217201253
             97 -1.941229253882675 1.247287051853113
             98 -1.069021038076340 1.253926185629620
            105 -0.279701037544179 1.087929728075208
            112 0.648503479311013 0.909070747237037
            116 0.730721508340553 0.842372153388549
            117 -1.727311333870167 0.799865566989519
            124 0.678637264579723 0.645069608965104
            128 0.160631916962935 0.408848310193387
            131 1.300303931749257 0.298906687735371
            138 0.170806926673083 0.244247327212085
            144 -0.315917406476142 0.022832663827518
            148 1.026021011563195 -0.086924013920030
            155 -1.069013792819641 -0.323083346680507
            156 1.902093809159715 -0.129453480077055
            157 -0.554609337782133 -0.385229917343354
            170 1.821459822042102 -0.718189692892161
            171 0.996665138066351 -1.140996752774294
            218 -2.604868312768193 1.672621943664510
            219 0.170622363291915 1.513540034973483
            227 -1.191536994199690 1.288746317329873
            228 1.337915203260380 1.103712661802515
            229 1.472997294469115 1.072836905048457
            230 1.192274485065763 1.040976937371269
            234 -2.966216600879155 0.846190784998091
            235 -1.406535029454262 0.338702976135117
            236 -0.228570117033185 0.155414188151934
            239 1.640687998103135 -0.072049692582141
            240 -0.318527224204892 -0.499313729321907
            244 1.869824961140673 -0.732202400676848
            246 0.636498088961180 -1.228149945603584
            250 2.008602133265772 -1.262950438844890
            292 -1.052632267423762 1.170827476581881
            297 1.225042111809119 0.817531695464552
            301 0.178166963491115 0.749246867060662
            302 -0.767430364063381 0.752892661165009
            304 -0.310251997067017 0.674410801283901
            306 0.849558208713486 0.619634563330184
            312 0.223818944620653 0.483470640897535
            325 0.720004248365898 0.126003403235899
            326 -0.220120431740590 0.155703045096634
            334 -0.499134123221637 -0.035234064655332
            335 0.022942486665899 0.005913082789432
            358 1.985845925962891 -0.501595603852714
            396 1.541141221696680 -1.507454210011181
            397 2.215013395344423 -1.505898005138149
            406 0.625924590132601 2.088092108650501
            427 -0.724921108359252 0.586754063114047
            432 -1.443671927316266 -0.096746294027738
            436 2.002179403866978 -0.533782656736920
            459 -1.568175753080173 1.876725782149259
            471 1.373429544951163 1.308903002795101
            479 -1.072018667703123 0.758979916112186
            488 0.645915778681658 2.185263811261937
            491 0.609716569568193 1.916091740434029
            504 -1.417236464262969 1.205475152106239
            509 1.359322267500093 1.176630069206657
